Asset Id,Asset Type,Has Files,File Extension,Title,Asset Published Year,Number of File Views / Downloads,Number of Record Views
996632185101851,Book,Yes,pdf,30 Generations of Wells' (1st ed.),2016,20,"8"
996632336601851,Journal article,Yes,pdf,Entropy generation in bypass transitional boundary layer flows,2014,7,"8"
996633648301851,Journal article,Yes,docx,The Effect of Digital Publishing on Technical Services in University Libraries,2013,17,"16"
996650649901851,Report,Yes,pdf,How is Climate Change Impacting the Working Rangelands of the Pacific Northwest?,2020,23,"16"
996651049901851,Report,Yes,pdf,Pioneer Plant Species for Intermountain Rangeland Restoration,2022,17,"20"
996655549901851,Newsletter article,Yes,pdf,McClure Center - November 2022 Newsletter,2022,3,"19"
996658645101851,Report,Yes,pdf,Idaho Rangelands,2022,8,"16"
996659149701851,Newsletter article,Yes,pdf,McClure Center - March 2022 Newsletter,2022,2,"27"
996678549401851,Report,Yes,pdf,Rural Idaho (2005),2005,12,"7"
996679247001851,Report,Yes,pdf,Community Impacts of Idaho's Dairy Workforce (2017),2017,21,"6"
996679247101851,Report,Yes,pdf,Towards Food Security in Idaho,2014,12,"4"
996679247201851,Report,Yes,pdf,Life After High School (2016),2016,13,"4"
996679247301851,Report,Yes,pdf,Hispanics: Labor Force and Economy (2016),2016,12,"3"
996679247401851,Report,Yes,pdf,American Indian Education (2014),2014,3,"3"
996679247501851,Report,Yes,pdf,Highway Funding Survey (2014),2014,12,"3"
996679247601851,Report,Yes,pdf,Education for Idaho's Migratory Students (2018),2018,0,"3"
996679247701851,Report,Yes,pdf,Idaho's Public Libraries (2017),2017,0,"2"
996679247801851,Report,Yes,pdf,Rural Idaho Since the Recession (2015),2015,11,"5"
996679247901851,Report,Yes,pdf,Community Impacts of Idaho's Dairy Workforce,2017,20,"8"
996679248001851,Report,Yes,pdf,Hispanics: An Overview (2016),2016,16,"5"
996679248101851,Report,Yes,pdf,Hispanics: Overview (2010),2010,18,"4"
996679248201851,Report,Yes,pdf,Rural Idaho (2005),2005,15,"3"
996679248301851,Report,Yes,pdf,Refugees & Healthcare in Idaho (2014),2014,1,"3"
996679248401851,Report,Yes,pdf,Community Level Impacts of Idaho's Changing Dairy Industry,2009,19,"7"
996679248501851,Report,Yes,pdf,Hispanic Health (2013),2013,13,"3"
996679248601851,Report,Yes,pdf,Rural Idaho (2003),2003,13,"3"
996679248701851,Report,Yes,pdf,Rural Idaho (2008),2008,12,"1"
996679248801851,Report,Yes,pdf,Measuring Broadband (2012),2012,16,"2"
996679248901851,Report,Yes,pdf,Measuring Broadband: Households (2014),2014,11,"10"
996679249001851,Report,Yes,pdf,Hispanics and STEM Education,2013,14,"5"
996679249101851,Report,Yes,pdf,Rural Education (2009),2009,17,"1"
996679342501851,Report,Yes,pdf,Agricultura Instantánea,2022,0,"19"
996679342601851,Report,Yes,pdf,Energía Instantánea,2022,1,"13"
996679342701851,Report,Yes,pdf,Bosques Instantánea,2022,0,"6"
996679342801851,Report,Yes,pdf,Ecosystems and Species Report,2021,12,"10"
996679342901851,Report,Yes,pdf,Sensitivity of Idaho Fishes to Climate Change,2021,15,"6"
996679343001851,Report,Yes,pdf,Salud humana Instantánea,2022,0,"3"
996679343101851,Report,Yes,pdf,Climate Effects on Ungulates,2021,6,"4"
996679343201851,Report,Yes,pdf,Recreation & Tourism Technical Report,2021,19,"11"
996679343301851,Report,Yes,pdf,Idaho's Economy & Climate Change (2022),2022,24,"17"
996679343401851,Newsletter article,Yes,pdf,November 2022 Newsletter,2022,13,"16"
996679343501851,Report,Yes,pdf,Climate Technical Report,2021,16,"9"
996679343601851,Newsletter article,Yes,pdf,July 2022 Newsletter,2022,13,"6"
996679343701851,Newsletter article,Yes,pdf,"Honoring Louise McClure, October 2021 Newsletter",2021,,
996679343801851,Report,Yes,pdf,Smoke Report: Air Quality and Wildfire Smoke in Idaho,2021,2,"9"
996679343901851,Report,Yes,pdf,Water Snapshot,2021,0,"7"
996679344001851,Report,Yes,pdf,SMR Economic Impact Report: Construction and Operation of a Small Modular Reactor Electric Power Generation Facility at the Idaho National Laboratory Site,2019,30,"40"
996679344101851,Report,Yes,pdf,Argiculture Technical Report,2021,59,"9"
996679344201851,Report,Yes,pdf,Energy Snapshot,2021,1,"9"
996679344301851,Report,Yes,pdf,English Learner Students (2018),2018,0,"1"
996679344401851,Report,Yes,pdf,Migratory Students (2018),2018,1,"4"
996679344501851,Report,Yes,pdf,Human Health Snapshot,2021,1,"5"
996679344601851,Report,Yes,pdf,Housing Insecurity (2020),2020,17,"6"
996679344701851,Report,Yes,pdf,Forests Technical Report,2021,21,"9"
996679344801851,Report,Yes,pdf,Early Childhood Care and Education in Idaho,2020,22,"8"
996679344901851,Report,Yes,pdf,Infrastructure Technical Report,2021,14,"7"
996679345001851,Report,Yes,pdf,Forests Snapshot,2021,0,"4"
996679347801851,Report,Yes,pdf,Life After High School Methodology,2015,13,"5"
996679347901851,Report,Yes,pdf,Idaho's Title III Consortium for English Learner Students (2018),2018,1,"2"
996679348001851,Report,Yes,pdf,Education for Idaho's English Learners (2018),2018,1,"4"
996679348101851,Report,Yes,pdf,Food Security in Idaho (2014),2014,14,"2"
996679348201851,Report,Yes,pdf,Climate Overview (2017),2017,16,"7"
996679348301851,Report,Yes,pdf,American Indian Education (2016),2016,15,"3"
996679348401851,Report,Yes,pdf,Life Choices of High School Seniors (2017),2017,0,"4"
996679348501851,Report,Yes,pdf,Refugees in Idaho (2016),2016,0,"2"
996679348601851,Report,Yes,pdf,"Hispanic Profile Data Book for Idaho, 4th Edition",2017,15,"5"
996679348701851,Report,Yes,pdf,Hispanics: Education (2016),2016,16,"5"
996679348801851,Report,Yes,pdf,Idaho's Future Initiative: Improving the Transition from High School to College and Career,2017,0,"7"
996679348901851,Report,Yes,pdf,Early Childhood Learning (2015),2015,15,"5"
996679349001851,Report,Yes,pdf,Hispanic Education (2011),2011,17,"4"
996679349101851,Report,Yes,pdf,Hispanic Labor Force & Economy (2010),2010,19,"1"
996679349201851,Report,Yes,pdf,Rural Idaho Recession (2010),2010,15,"2"
996679647801851,Report,Yes,pdf,Recreación y turismo Instantánea,2022,0,"4"
996679647901851,Report,Yes,pdf,Clima Instantánea,2022,1,"4"
996679648001851,Report,Yes,pdf,Rangelands Snapshot,2021,1,"8"
996679648101851,Report,Yes,pdf,Humo Instantánea,2022,0,"7"
996679648201851,Newsletter article,Yes,pdf,November 2021 Newsletter,2021,13,"3"
996679648301851,Report,Yes,pdf,Pastizales Instantánea,2022,0,"5"
996679648401851,Report,Yes,pdf,Rangelands Technical Report,2021,21,"14"
996679648501851,Report,Yes,pdf,Agua Instantánea,2022,0,"11"
996679648601851,Report,Yes,pdf,Infraestructura Instantánea,2022,0,"2"
996679648701851,Report,Yes,pdf,Idaho Rangelands (2022),2022,3,"5"
996679648801851,Report,Yes,pdf,Smoke Snapshot,2021,0,"7"
996679648901851,Report,Yes,pdf,Recreation & Tourism Snapshot,2021,0,"5"
996679649001851,Report,Yes,pdf,Water Technical Report,2021,22,"8"
996679649101851,Report,Yes,pdf,Climate Snapshot,2021,4,"8"
996679649201851,Newsletter article,Yes,pdf,March 2022 Newsletter,2022,15,"21"
996679649301851,Report,Yes,pdf,Human Health Technical Report,2021,21,"7"
996679649401851,Report,Yes,pdf,Energy Technical Report,2021,0,"6"
996679649501851,Report,Yes,pdf,Agriculture Snapshot,2021,5,"11"
996679649601851,Report,Yes,pdf,Infrastructure Snapshot,2021,0,"2"
996679649701851,Report,Yes,pdf,Idaho Family Forest Owners (2018),2018,15,"7"
996679649801851,Report,Yes,pdf,Human Health Supplemental Report,2021,13,"6"
996679649901851,Report,Yes,pdf,Hispanics: An Overview (2019),2019,16,"7"
996684949301851,Report,Yes,pdf,"Foundational information for a science-based grazing management plan for Cecil D. Andrus Wildlife Management Area, Idaho",,65,"140"
996687149901851,Report,Yes,pdf,Findings from the 2020 Tribal Nation Building in Higher Education Convening,2024,53,"164"
996698449901851,Book chapter,Yes,pdf,Views from Zoom My Whole Self Is Brown,2024,4,"4"
996698745801851,Report,Yes,pdf,NCCSD Research Brief Supporting Undergraduate Students with Disabilities: A Focus on Campus Climate and Sense of Belonging,2021,7,"26"
996698748701851,Journal article,Yes,pdf,"Reading, Learning, and Growing: An Examination of the Benefits of Common Book Programs for First-Year Students' Development",2015,4,"7"
996698749201851,Journal article,Yes,pdf,"Reaching Out, Connecting Within: Community Service Participation and Sense of Belonging Among College Students",2012,4,"8"
996701149701851,Journal article,Yes,pdf,Procurement Contracting and ForestCommunities: Factors Affecting LocalBusiness Utilization in the Inland Northwest,2018,19,"9"
996701149901851,Journal article,Yes,pdf,The Fiscal Burden of Wildfires: State Expenditures and Funding Mechanisms for Wildfire Suppression in the Western U.S. and Implications for Federal Policy,2021,37,"31"
996705749701851,Report,Yes,pdf,"Insects of the riparian zone of the Wild River section of Hells Canyon National Recreation Area, Idaho",2024,4,"4"
996705749801851,Poster,Yes,pdf,Jewel beetles (Buprestidae) poster,,6,"11"
996705749901851,Poster,Yes,pdf,Butterflies of Idaho poster,,4,"6"
996721549901851,Report,Yes,pdf,"Review of fuel treatment effectiveness in forests and rangelands and a case study from the 2007 megafires in central, Idaho, USA",2011,14,"14"
996737727301851,Conference presentation,Yes,pdf,Writing for the NACADA Journal: Engaging Practitioners in the Scholarship of Advising,,8,"9"
996738149101851,Journal article,Yes,pdf,Modern Pain Science and Alexander Technique: How Might Alexander Technique Reduce Pain?,,,
996738449401851,Report,Yes,pdf,IDAHO AT A GLANCE: Refugees in Idaho,2024,27,"75"
996738449501851,Report,Yes,pdf,IDAHO AT A GLANCE: Unauthorized Immigrants and Idaho’s Economy,2024,46,"81"
996738449601851,Report,Yes,pdf,The Unauthorized Immigrant Workforce and Idaho's Economy,2024,16,"25"
996738449701851,Report,Yes,pdf,"Girls and Women in Idaho – Economics, Health and Leadership",2022,21,"34"
996738449801851,Journal article,Yes,pdf,NATURAL RESOURCE POLICY AND COLLABORATIVE PROCESSES,2022,10,"17"
996740248101851,Newsletter article,Yes,pdf,2020 Year-End Letter,2020,1,"4"
996740248201851,Newsletter article,Yes,pdf,March 2021 Newsletter,2021,9,"2"
996740248301851,Newsletter article,Yes,pdf,July 2021 Newsletter,2021,8,"6"
996740248401851,Newsletter article,Yes,pdf,September 2020 Newsletter,2020,11,"4"
996740248501851,Newsletter article,Yes,pdf,March 2020 Newsletter,2020,8,"3"
996740248601851,Newsletter article,Yes,pdf,June 2020 Newsletter,2020,10,"3"
996740248701851,Newsletter article,Yes,pdf,2019 End of Year Letter,2019,19,"1"
996740248801851,Newsletter article,Yes,pdf,Spring 2019 Newsletter,2019,,
996740248901851,Newsletter article,Yes,pdf,August 2019 Newsletter,2019,10,"8"
996740249001851,Newsletter article,Yes,pdf,Summer 2019 Newsletter,2019,11,"16"
996740249101851,Newsletter article,Yes,pdf,2018 Year-End Letter,2018,18,"6"
996740249201851,Newsletter article,Yes,pdf,October 2018 Newsletter,2018,0,"4"
996740249301851,Newsletter article,Yes,pdf,March 2018 Newsletter,2018,0,"5"
996740249401851,Newsletter article,Yes,pdf,June 2018 Newsletter,2018,0,"19"
996740249501851,Newsletter article,Yes,pdf,December 2017 Newsletter,2017,0,"4"
996740249601851,Newsletter article,Yes,pdf,March 2023 Newsletter,2023,9,"5"
996740249701851,Newsletter article,Yes,pdf,June 2023 Newsletter,2023,9,"16"
996740249801851,Newsletter article,Yes,pdf,March 2024 Newsletter,2024,8,"28"
996740249901851,Newsletter article,Yes,pdf,August 2024 Newsletter,2024,12,"27"
996749621001851,Report,Yes,pdf,Little Green Thumbs: Growing Food Safely in Idaho School Gardens,2019,20,"9"
996749621101851,Report,Yes,pdf,"An Introduction to Season Extension for High-Altitude, Short-Season Gardens",2022,10,"40"
996749621201851,Report,Yes,pdf,BQA - Proper Euthanasia for Cattle,2018,17,"16"
996749621301851,Report,Yes,pdf,Evaluating adaptability of alternative crops in southern and eastern Idaho,2019,3,"11"
996749621401851,Report,Yes,pdf,Storage Management of Mountain Gem Russet Potatoes,2019,6,"11"
996749621501851,Report,Yes,pdf,"Twospotted Spider Mite on Sugar Beet: Importance, Identification, and Management",2019,0,"13"
996749621601851,Report,Yes,pdf,Sustainable Small Acreage Farming in Idaho: Finding and Evaluating Land,2019,4,"14"
996749621701851,Report,Yes,pdf,BQA - Guidelines for Preconditioning and Weaning,2018,4,"9"
996749621801851,Report,Yes,pdf,Evaluating LESA irrigation systems in potato production in southern and eastern Idaho,2019,3,"13"
996749621901851,Report,Yes,pdf,Understanding Factors Controlling Ammonia Volatilization from Fertilizer Nitrogen Applications,2019,3,"27"
996749622001851,Report,Yes,pdf,BQA - Cattle Processing and Injection Site Management,2018,1,"9"
996749622101851,Report,Yes,pdf,Best Management Practices for Minimizing Ammonia Volatilization from Fertilizer Nitrogen Applications in Idaho Crops,2019,0,"14"
996749622201851,Report,Yes,pdf,BQA - Record Keeping,2018,7,"5"
996749622301851,Report,Yes,pdf,BQA - Components of Superior Cattle Handling Facilities,2018,1,"12"
996749622401851,Report,Yes,pdf,"Using Disinfectants, Sanitizers, and Cleaners Safely and Effectively",2024,7,"15"
996749622501851,Report,Yes,pdf,How to Become USDA FSIS Inspected,2024,5,"15"
996749622601851,Report,Yes,pdf,Effective Termination of Cover Crops before Planting Cash Crops,2024,6,"20"
996749622701851,Report,Yes,pdf,Margin Protection Crop Insurance for Idaho Corn Growers,2023,3,"8"
996749622801851,Report,Yes,pdf,A Grower's Guide to Successful On-Farm Research,2020,0,"14"
996749622901851,Report,Yes,pdf,"Contribution of Agribusiness to the Magic Valley Economy, 2013",2018,5,"9"
996749623001851,Report,Yes,pdf,Reading and Understanding Pesticide Labels,2016,3,"12"
996749623101851,Report,Yes,pdf,Potato Cost of Production for Idaho - 2016; With Comparisons to 2015,2020,7,"23"
996749623201851,Report,Yes,pdf,Implications of Changing Feed Crop Supply and Demand for Idaho Farm Businesses and Stakeholders,2023,6,"11"
996749623301851,Report,Yes,pdf,Pregnancy Testing in Cattle,2024,15,"37"
996749623401851,Report,Yes,pdf,Planting Dates in Wheat Production in Southern Idaho,2016,2,"22"
996749623501851,Report,Yes,pdf,Alfalfa Leafcutting Bee Info Card,2023,1,"16"
996749623601851,Report,Yes,pdf,Hedging and Basis in Grain Marketing,2023,4,"15"
996749623701851,Report,Yes,pdf,Pea Leaf Weevils in Legumes,2023,5,"8"
996749623801851,Report,Yes,pdf,Best Practices Guide for CIPC Residue Sampling of Potatoes and Storage Facilities,2016,4,"14"
996749623901851,Report,Yes,pdf,Replacing Important Lost or Damaged Documents in Idaho,2016,3,"16"
996749624001851,Report,Yes,pdf,IPM of Pea Aphids in Legumes,2023,4,"24"
996749624101851,Report,Yes,pdf,Water and Rural Living: What Idaho Homeowners Need to Know,2016,4,"12"
996749624201851,Report,Yes,pdf,Adopting Quinoa in Southeastern Idaho,2016,4,"13"
996749624301851,Report,Yes,pdf,Cover Crops for Grazing Use in Idaho,2016,5,"29"
996749624401851,Report,Yes,pdf,How to Prepare for a Third-Party Audit for Food Manufacturers,2023,4,"11"
996749624501851,Report,Yes,pdf,Improving Nitrogen Use Efficiency in Crop Production,2015,3,"13"
996749624601851,Report,Yes,pdf,Premiums and Discounts for Market Beef Cows and Bulls Sold at Auction,2015,4,"13"
996749624701851,Report,Yes,pdf,Wireworms in Idaho Cereals: Monitoring and Identification,2015,6,"15"
996749624801851,Report,Yes,pdf,Centrocoris volxemi A Newly Introduced Idaho Insect,2022,17,"11"
996749624901851,Report,Yes,pdf,Estimation of Sugar Beet Yield and Quality with UAV-Based Sensors,2022,3,"19"
996749625001851,Report,Yes,pdf,Things to Consider When Buying Used Commercial Food-Processing Equipment,2022,5,"13"
996749625101851,Report,Yes,pdf,Starting a Steering Committee: A Change Agent s Guide to Success,2023,5,"13"
996749625201851,Report,Yes,pdf,Cover Crops for High-Desert Farming Systems in Idaho,2014,1,"18"
996749625301851,Report,Yes,pdf,Portable Test Kits for Diagnosing Potato Diseases,2013,3,"10"
996749625401851,Report,Yes,pdf,Crop Yield in Barley-Pulse Intercropping Systems under Well-Watered and Drought-Stressed Conditions,2022,6,"22"
996749625501851,Report,Yes,pdf,Customer Complaints: An Important Food-Safety and -Quality Opportunity,2022,4,"17"
996749625601851,Report,Yes,pdf,Business Management Guide for Grazers,2014,7,"12"
996749625701851,Report,Yes,pdf,Trees for Southwestern Idaho Landscapes: Selection and Irrigation,2013,5,"15"
996749625801851,Report,Yes,pdf,Estimation of Wheat Yield and Grain Protein with Handlheld and UAV-Mounted Sensors,2022,3,"11"
996749625901851,Report,Yes,pdf,Food and Your Family,2022,4,"8"
996749626001851,Report,Yes,pdf,Tips for Native American Entrepreneurs : A Resource Guide for Business Planning,2022,3,"6"
996749626101851,Report,Yes,pdf,Diga lo que piensa con Confianza,2022,15,"7"
996749626201851,Report,Yes,pdf,Take-All Disease of Wheat in Idaho,2022,6,"8"
996749626301851,Report,Yes,pdf,Tips for Native American Entrepreneurs: Business Formation,2022,4,"20"
996749626401851,Report,Yes,pdf,Optimum Nitrogen Rates for Wheat Depend on the Environment and Field-Specific Conditions,2022,8,"16"
996749626501851,Report,Yes,pdf,Speak Up With Confidence: Tips on Presenting in 9 Key Areas,2012,3,"9"
996749626601851,Report,Yes,pdf,"Short-Season, High-Altitude  Gardening: Lawn Care in  Short-Season, High-Altitude Zones",2010,1,"7"
996749626701851,Report,Yes,pdf,"Economic Development Challenges for Small Towns in Idaho s Butte, Custer, and Lemhi Counties",2012,2,"42"
996749626801851,Report,Yes,pdf,"Short-Season, High-Altitude Gardening: Hardy Roses for Harsh Climates",2009,0,"11"
996749626901851,Report,Yes,pdf,Help Protect the Famous idaho Potato: Diagnose and Control Late Blight in Your Home Garden,2022,7,"18"
996749627001851,Report,Yes,pdf,"Wheat Grain Yield, Quality, and Spectral. Characteristics in Response to Varied Irrigation and Nitrogen",2022,3,"13"
996749627101851,Report,Yes,pdf,Managing Bacterial Ring Rot of Potato,2022,7,"18"
996749627201851,Report,Yes,pdf,Methods for Conducting an Educational Needs Assessment,2009,23,"65"
996749627301851,Report,Yes,pdf,Consejos para Emprendedores: Regulaciones para la Venta Alimentos Caseros en Idaho,2022,15,"11"
996749627401851,Report,Yes,pdf,Double-Cropped Winter Forages,2009,6,"13"
996749627501851,Report,Yes,pdf,Tips for Entrepreneurs: Limited Liability Company (LLC),2021,3,"6"
996749627601851,Report,Yes,pdf,Native Plant Landscaping: Curb Appeal and Low-Water Use,2022,5,"19"
996749627701851,Report,Yes,pdf,Answers to Common Questions about Greenhouse Gases,2022,7,"17"
996749627801851,Report,Yes,pdf,Tips for Entrepreneurs: Idaho Regulations for Selling Cottage Foods,2021,3,"14"
996749627901851,Report,Yes,pdf,"Short-Season, High-Altitude Gardening: Landscaping with Native Plants",2009,0,"8"
996749628001851,Report,Yes,pdf,"Short-Season, High-Altitude Gardening: Growing Tree Fruits in Short-Season Gardens",2009,2,"19"
996749628101851,Report,Yes,pdf,"Short-Season, High-Altitude Gardening: Growing Tomatoes in Cool, Short-Season Locations",2009,1,"9"
996749628201851,Report,Yes,pdf,Growing Saskatoons in the Inland NW and Intermountain West,2009,3,"17"
996749628301851,Report,Yes,pdf,"Short-Season, High-Altitude Gardening: Choosing and Growing Adapted Vegetable Varieties",2009,1,"11"
996749628401851,Report,Yes,pdf,Building Healthy Eating Habits through Taste Testing in Early Childcare Centers,2021,5,"22"
996749628501851,Report,Yes,pdf,A Guide to Developing Food Coalitions and Policy Councils in Idaho,2021,3,"11"
996749628601851,Report,Yes,pdf,Training Young Shade Trees,2021,3,"16"
996749628701851,Report,Yes,pdf,Planning Water Access for Small-Acreage Irrigators,2023,3,"9"
996749628801851,Report,Yes,pdf,"Short-Season, High-Altitude Gardening: Managing Soils in Short-Season, High Altitude Zones",2009,1,"7"
996749628901851,Report,Yes,pdf,"Short-Season, High-Altitude Gardening: Introduction to Short-Season Gardening in Idaho",2009,1,"15"
996749629001851,Report,Yes,pdf,Mitigating High Phosphorus Soils,2008,4,"11"
996749629101851,Report,Yes,pdf,"Growing Currants, Gooseberries and Jostaberries in the Inland Northwest and Intermountain West",2009,3,"14"
996749629201851,Report,Yes,pdf,The Economic Impact of Snowmobiling in Valley County,2006,3,"13"
996749629301851,Report,Yes,pdf,"Kentucky Bluegrass: Growth, Development and Seed Production",2005,2,"13"
996749629401851,Report,Yes,pdf,H2O to Go--Staying Hydrated Safely!,2023,5,"11"
996749629501851,Report,Yes,pdf,Mission Statements and Strategic Goals: Bringing Businesses into Focus,2020,3,"11"
996749629601851,Report,Yes,pdf,The Veterinary Feed Directive,2020,4,"7"
996749629701851,Report,Yes,pdf,Shelf Life of Food: An Overview,2024,8,"29"
996749629801851,Report,Yes,pdf,Southern Idaho Dryland Winter Wheat Production Guide,2004,0,"14"
996749629901851,Report,Yes,pdf,Growing Western Huckleberries,1999,1,"22"
996749630001851,Report,Yes,pdf,Estimating Water Requirements of Hard Red Spring Wheat for Final Irrigations,2001,2,"13"
996749630101851,Report,Yes,pdf,The Economic Feasibility of Growing Wine Grapes in Idaho,2002,0,"16"
996749630201851,Report,Yes,pdf,Risk Assessment and Decision-Making Guidelines for Dairy Risk Management : Part 2,2020,4,"10"
996749630301851,Report,Yes,pdf,Sugarbeet Cyst Nematode: Impact on Sugarbeet Production in Idaho and Eastern Oregon,1997,4,"15"
996749630401851,Report,Yes,pdf,Idaho Spring Barley Production Guide,2003,5,"19"
996749630501851,Report,Yes,pdf,Risk Assessment and Decision-Making Guidelines for Dairy Risk Management : Part 1,2020,5,"10"
996749630601851,Report,Yes,pdf,Potato Irrigation Management,1997,3,"19"
996749630701851,Report,Yes,pdf,Beware signs of White Rot in garlic and other Allium crops,2020,8,"10"
996749630801851,Report,Yes,pdf,Preventing Potato Bruise Damage,2024,70,"63"
996749630901851,Report,Yes,pdf,Harvesting and Storing Fresh Garden Vegetables,2003,2,"13"
996749631001851,Report,Yes,pdf,Growing Strawberries in the Inland Northwest & Intermountain West,1999,1,"11"
996749631101851,Report,Yes,pdf,Public Attitudes About Water Quality in the HUA,1999,5,"13"
996749631201851,Report,Yes,pdf,Growing Raspberries and Blackberries in the Inland Northwest & Intermountain West,1999,1,"11"
996749631301851,Report,Yes,pdf,Alfalfa Nematodes in Idaho,1998,4,"8"
996749631401851,Report,Yes,pdf,The Economic and Environmental Impact of Nematode Research and Extension Program on the Idaho Agricultural Industry,2000,6,"14"
996749631501851,Report,Yes,pdf,"4-H Dutch Oven Cooking, Unit 1",2019,18,"14"
996749631601851,Report,Yes,pdf,Que hay que considerar al comenzer un negocio,2021,3,"11"
996749631701851,Report,Yes,pdf,Tips for Entrepreneurs: What to Think About When Starting a Business,2019,3,"6"
996749631801851,Report,Yes,pdf,Flowering Rush,2019,3,"15"
996749631901851,Report,Yes,pdf,Tips for Entrepreneurs: Regulations for Selling Prepared Foods,2019,4,"9"
996749632001851,Report,Yes,pdf,Wheat Streak Mosaic Virus Management in Idaho Cereals,2019,3,"12"
996749635701851,Report,Yes,pdf,Organic Management of Flea Beetles,2011,3,"24"
996749635801851,Report,Yes,pdf,Considerations & Resources for Vineyard Establishment in the Inland Pacific Northwest,2011,0,"8"
996749635901851,Report,Yes,pdf,Nutrient Management Guide for Dryland and Irrigated,2008,2,"16"
996749636001851,Report,Yes,pdf,Pollinators in Canola in the Inland PNW,2021,0,"11"
996749636101851,Report,Yes,pdf,Rattail Fescue: Biology & Mgmt. in Pacific NW Wheat Cropping Systems,2023,0,"6"
996749636201851,Report,Yes,pdf,Fruit Pie Filling for Home Canning,2021,2,"14"
996749636301851,Report,Yes,pdf,Building resilience through engagement: Brenda and Tony Richards. Increasing resilience among ranchers in the Pacific Northwest (Rancher-to-Rancher Case Study series),2020,9,"15"
996749636401851,Report,Yes,pdf,Bumble Bee Parasites and Conservation in the Pacific Northwest,2024,4,"38"
996749636501851,Report,Yes,pdf,Home Freezing of Seafood,2005,0,"12"
996749636601851,Report,Yes,pdf,"A Community-Based Response to Flooding, Jay Gordon",2018,1,"11"
996749636701851,Report,Yes,pdf,Buckwheat Production West of the Cascades,2023,2,"10"
996749636801851,Report,Yes,pdf,"Building a tradition of adaptive rangeland management -- Jack Southworth, Increasing resilience among ranchers in the Pacific Northwest (Rancher-to-Rancher Case Study series)",2020,0,"12"
996749636901851,Report,Yes,pdf,"Strip-Tillage for Onions and Sweet Corn, Lorin Grigg",2018,0,"7"
